Case_ID,Activity,timestamp
declaration 108574,Request Payment,2018/03/13 06:48:15
declaration 108574,Payment Handled,2018/03/15 16:31:14
declaration 108580,Declaration SUBMITTED by EMPLOYEE,2018/03/01 12:11:56
declaration 108580,Declaration APPROVED by ADMINISTRATION,2018/03/01 12:13:55
declaration 108580,Declaration APPROVED by BUDGET OWNER,2018/03/02 09:29:32
declaration 108580,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/06 07:34:46
declaration 108580,Request Payment,2018/03/06 07:44:53
declaration 108580,Payment Handled,2018/03/08 16:30:58
declaration 108586,Declaration SUBMITTED by EMPLOYEE,2018/03/01 13:01:18
declaration 108586,Declaration APPROVED by ADMINISTRATION,2018/03/01 13:01:35
declaration 108586,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:00:02
declaration 108586,Request Payment,2018/03/07 23:18:42
declaration 108586,Payment Handled,2018/03/12 16:31:14
declaration 108591,Declaration SUBMITTED by EMPLOYEE,2018/03/01 15:52:17
declaration 108591,Declaration APPROVED by ADMINISTRATION,2018/03/01 15:52:43
declaration 108591,Declaration APPROVED by BUDGET OWNER,2018/03/04 19:12:07
declaration 108591,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/06 07:11:25
declaration 108591,Request Payment,2018/03/06 07:52:08
declaration 108591,Payment Handled,2018/03/08 16:30:58
declaration 108597,Declaration SUBMITTED by EMPLOYEE,2018/03/01 21:44:38
declaration 108597,Declaration APPROVED by ADMINISTRATION,2018/03/01 21:48:15
declaration 108597,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/02 11:17:37
declaration 108597,Request Payment,2018/03/05 13:14:23
declaration 108597,Payment Handled,2018/03/08 16:30:58
declaration 108602,Declaration SUBMITTED by EMPLOYEE,2018/03/02 11:45:34
declaration 108602,Declaration APPROVED by ADMINISTRATION,2018/03/02 11:51:38
declaration 108602,Declaration APPROVED by BUDGET OWNER,2018/03/04 19:11:36
declaration 108602,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/05 07:25:20
declaration 108602,Request Payment,2018/03/07 07:15:11
declaration 108602,Payment Handled,2018/03/08 16:30:58
declaration 108608,Declaration SUBMITTED by EMPLOYEE,2018/03/02 12:10:21
declaration 108608,Declaration APPROVED by ADMINISTRATION,2018/03/02 12:13:11
declaration 108608,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/05 08:17:58
declaration 108608,Request Payment,2018/03/07 15:11:04
declaration 108608,Payment Handled,2018/03/08 16:30:58
declaration 108613,Declaration SUBMITTED by EMPLOYEE,2018/03/02 12:48:43
declaration 108613,Declaration APPROVED by ADMINISTRATION,2018/03/02 12:55:44
declaration 108613,Declaration REJECTED by SUPERVISOR,2018/03/05 11:33:56
declaration 108613,Declaration REJECTED by EMPLOYEE,2018/03/06 12:39:54
declaration 108613,Declaration SUBMITTED by EMPLOYEE,2018/03/06 14:40:29
declaration 108613,Declaration APPROVED by ADMINISTRATION,2018/03/06 14:40:54
declaration 108613,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 07:33:28
declaration 108613,Request Payment,2018/03/08 08:49:27
declaration 108613,Payment Handled,2018/03/12 16:31:14
declaration 108622,Declaration SUBMITTED by EMPLOYEE,2018/03/02 15:34:55
declaration 108622,Declaration APPROVED by ADMINISTRATION,2018/03/02 15:35:04
declaration 108622,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/05 11:24:02
declaration 108622,Request Payment,2018/03/07 13:02:53
declaration 108622,Payment Handled,2018/03/08 16:30:58
declaration 108627,Declaration SUBMITTED by EMPLOYEE,2018/03/02 18:21:09
declaration 108627,Declaration APPROVED by ADMINISTRATION,2018/03/08 09:14:15
declaration 108627,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 12:49:49
declaration 108627,Request Payment,2018/03/09 21:21:04
declaration 108627,Payment Handled,2018/03/15 16:31:14
declaration 108632,Declaration SUBMITTED by EMPLOYEE,2018/03/03 19:26:59
declaration 108632,Declaration APPROVED by ADMINISTRATION,2018/03/03 19:27:03
declaration 108632,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:24:55
declaration 108632,Request Payment,2018/03/08 08:02:56
declaration 108632,Payment Handled,2018/03/12 16:31:14
declaration 108637,Declaration SUBMITTED by EMPLOYEE,2018/03/05 08:13:13
declaration 108637,Declaration APPROVED by ADMINISTRATION,2018/03/06 23:00:22
declaration 108637,Declaration APPROVED by BUDGET OWNER,2018/03/07 10:18:36
declaration 108637,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 12:49:51
declaration 108637,Request Payment,2018/03/12 11:48:42
declaration 108637,Payment Handled,2018/03/15 16:31:14
declaration 108643,Declaration SUBMITTED by EMPLOYEE,2018/03/05 10:19:36
declaration 108643,Declaration APPROVED by ADMINISTRATION,2018/03/05 10:34:07
declaration 108643,Declaration APPROVED by BUDGET OWNER,2018/03/07 07:00:19
declaration 108643,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/14 04:15:22
declaration 108643,Request Payment,2018/03/22 10:51:33
declaration 108643,Payment Handled,2018/03/26 15:31:13
declaration 108649,Declaration SUBMITTED by EMPLOYEE,2018/03/05 13:04:24
declaration 108649,Declaration APPROVED by ADMINISTRATION,2018/03/05 14:37:09
declaration 108649,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:49:06
declaration 108649,Request Payment,2018/03/08 08:55:00
declaration 108649,Payment Handled,2018/03/12 16:31:14
declaration 108654,Declaration SUBMITTED by EMPLOYEE,2018/03/05 13:28:49
declaration 108654,Declaration APPROVED by ADMINISTRATION,2018/03/05 13:30:07
declaration 108654,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:20:58
declaration 108654,Request Payment,2018/03/13 07:08:27
declaration 108654,Payment Handled,2018/03/15 16:31:14
declaration 108659,Declaration SUBMITTED by EMPLOYEE,2018/03/05 13:47:15
declaration 108659,Declaration APPROVED by ADMINISTRATION,2018/03/05 14:40:02
declaration 108659,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:48:52
declaration 108659,Request Payment,2018/03/08 08:54:58
declaration 108659,Payment Handled,2018/03/12 16:31:14
declaration 108664,Declaration SUBMITTED by EMPLOYEE,2018/03/05 14:53:33
declaration 108664,Declaration APPROVED by ADMINISTRATION,2018/03/05 14:53:45
declaration 108664,Declaration APPROVED by BUDGET OWNER,2018/03/07 06:54:53
declaration 108664,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/14 04:15:21
declaration 108664,Request Payment,2018/03/22 10:51:30
declaration 108664,Payment Handled,2018/03/26 15:31:13
declaration 108670,Declaration SUBMITTED by EMPLOYEE,2018/03/05 15:18:59
declaration 108670,Declaration APPROVED by ADMINISTRATION,2018/03/29 10:29:52
declaration 108670,Declaration APPROVED by BUDGET OWNER,2018/03/29 11:16:22
declaration 108670,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/29 19:58:23
declaration 108670,Request Payment,2018/04/05 10:07:51
declaration 108670,Payment Handled,2018/04/09 15:30:57
declaration 108676,Declaration SUBMITTED by EMPLOYEE,2018/01/08 14:00:17
declaration 108676,Declaration APPROVED by ADMINISTRATION,2018/01/08 14:00:46
declaration 108676,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/09 07:55:16
declaration 108676,Request Payment,2018/01/11 07:52:21
declaration 108676,Payment Handled,2018/01/15 16:31:31
declaration 108683,Declaration SUBMITTED by EMPLOYEE,2018/01/08 11:05:18
declaration 108683,Declaration APPROVED by ADMINISTRATION,2018/01/08 11:06:50
declaration 108683,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/08 12:16:18
declaration 108683,Request Payment,2018/01/16 13:57:52
declaration 108683,Payment Handled,2018/01/18 16:31:07
declaration 108688,Declaration SUBMITTED by EMPLOYEE,2018/01/08 11:15:38
declaration 108688,Declaration APPROVED by ADMINISTRATION,2018/01/08 11:17:33
declaration 108688,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/08 12:54:14
declaration 108688,Request Payment,2018/01/08 13:28:27
declaration 108688,Payment Handled,2018/01/11 16:30:56
declaration 108693,Declaration SUBMITTED by EMPLOYEE,2018/01/08 13:38:30
declaration 108693,Declaration APPROVED by ADMINISTRATION,2018/01/10 14:31:38
declaration 108693,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/11 11:22:13
declaration 108693,Request Payment,2018/01/23 09:21:38
declaration 108693,Payment Handled,2018/01/25 16:31:07
declaration 108698,Declaration SUBMITTED by EMPLOYEE,2018/01/09 07:54:16
declaration 108698,Declaration APPROVED by ADMINISTRATION,2018/01/09 07:57:30
declaration 108698,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/09 08:07:07
declaration 108698,Request Payment,2018/01/09 09:09:59
declaration 108698,Payment Handled,2018/01/11 16:30:56
declaration 108703,Declaration SUBMITTED by EMPLOYEE,2018/01/09 11:37:32
declaration 108703,Declaration APPROVED by ADMINISTRATION,2018/01/09 11:37:46
declaration 108703,Declaration REJECTED by SUPERVISOR,2018/01/09 12:20:11
declaration 108703,Declaration REJECTED by EMPLOYEE,2018/01/09 22:30:41
declaration 108703,Declaration SUBMITTED by EMPLOYEE,2018/01/11 14:47:52
declaration 108703,Declaration APPROVED by ADMINISTRATION,2018/01/11 14:47:59
declaration 108703,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/15 07:20:38
declaration 108703,Request Payment,2018/01/18 14:06:05
declaration 108703,Payment Handled,2018/01/22 16:31:16
declaration 108712,Declaration SUBMITTED by EMPLOYEE,2018/01/10 11:14:59
declaration 108712,Declaration APPROVED by ADMINISTRATION,2018/01/10 11:15:08
declaration 108712,Declaration APPROVED by BUDGET OWNER,2018/01/11 10:38:16
declaration 108712,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/18 04:15:14
declaration 108712,Request Payment,2018/01/18 11:27:41
declaration 108712,Payment Handled,2018/01/22 16:31:16
declaration 108718,Declaration SUBMITTED by EMPLOYEE,2018/01/11 11:01:59
declaration 108718,Declaration APPROVED by ADMINISTRATION,2018/01/11 11:05:59
declaration 108718,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/11 11:18:50
declaration 108718,Request Payment,2018/01/16 07:08:20
declaration 108718,Payment Handled,2018/01/18 16:31:07
declaration 108723,Declaration SUBMITTED by EMPLOYEE,2018/01/11 16:10:09
declaration 108723,Declaration APPROVED by ADMINISTRATION,2018/01/11 16:11:02
declaration 108723,Declaration APPROVED by BUDGET OWNER,2018/01/15 14:38:08
declaration 108723,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/18 08:59:21
declaration 108723,Request Payment,2018/01/18 15:47:44
declaration 108723,Payment Handled,2018/01/22 16:31:16
declaration 108729,Declaration SUBMITTED by EMPLOYEE,2018/01/14 15:52:33
declaration 108729,Declaration APPROVED by ADMINISTRATION,2018/01/14 15:52:45
declaration 108729,Declaration REJECTED by SUPERVISOR,2018/01/15 14:35:57
declaration 108729,Declaration REJECTED by EMPLOYEE,2018/01/15 19:25:12
declaration 108729,Declaration SUBMITTED by EMPLOYEE,2018/01/21 15:18:00
declaration 108729,Declaration APPROVED by ADMINISTRATION,2018/01/21 15:18:15
declaration 108729,Declaration APPROVED by BUDGET OWNER,2018/01/23 07:51:43
declaration 108729,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/23 16:27:27
declaration 108729,Request Payment,2018/01/25 06:51:23
declaration 108729,Payment Handled,2018/01/29 16:31:10
declaration 108739,Declaration SUBMITTED by EMPLOYEE,2018/01/14 20:12:16
declaration 108739,Declaration APPROVED by ADMINISTRATION,2018/01/14 20:12:59
declaration 108739,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/15 10:36:15
declaration 108739,Request Payment,2018/01/16 07:29:33
declaration 108739,Payment Handled,2018/01/18 16:31:07
declaration 108744,Declaration SUBMITTED by EMPLOYEE,2018/01/15 09:12:54
declaration 108744,Declaration APPROVED by ADMINISTRATION,2018/01/15 09:15:15
declaration 108744,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/15 10:02:07
declaration 108744,Request Payment,2018/01/15 11:08:02
declaration 108744,Payment Handled,2018/01/18 16:31:07
declaration 108749,Declaration SUBMITTED by EMPLOYEE,2018/01/15 11:48:00
declaration 108749,Declaration APPROVED by ADMINISTRATION,2018/01/16 10:28:13
declaration 108749,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/16 14:07:43
declaration 108749,Request Payment,2018/01/18 08:26:25
declaration 108749,Payment Handled,2018/01/22 16:31:16
declaration 108754,Declaration SUBMITTED by EMPLOYEE,2018/01/15 12:44:53
declaration 108754,Declaration REJECTED by ADMINISTRATION,2018/01/15 12:45:35
declaration 108754,Declaration REJECTED by EMPLOYEE,2018/01/17 09:32:46
declaration 108754,Declaration SUBMITTED by EMPLOYEE,2018/01/17 12:45:27
declaration 108754,Declaration REJECTED by ADMINISTRATION,2018/01/17 12:45:34
declaration 108754,Declaration REJECTED by EMPLOYEE,2018/01/22 09:33:02
declaration 108754,Declaration SUBMITTED by EMPLOYEE,2018/01/22 11:59:44
declaration 108754,Declaration APPROVED by ADMINISTRATION,2018/01/22 11:59:47
declaration 108754,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/24 10:57:14
declaration 108754,Request Payment,2018/01/25 07:35:56
declaration 108754,Payment Handled,2018/01/29 16:31:10
declaration 108765,Declaration SUBMITTED by EMPLOYEE,2018/01/15 12:46:20
declaration 108765,Declaration APPROVED by ADMINISTRATION,2018/01/15 12:46:45
declaration 108765,Declaration APPROVED by BUDGET OWNER,2018/01/15 13:17:57
declaration 108765,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/17 14:03:50
declaration 108765,Request Payment,2018/01/19 11:58:14
declaration 108765,Payment Handled,2018/01/22 16:31:16
declaration 108771,Declaration SUBMITTED by EMPLOYEE,2018/01/15 13:53:50
declaration 108771,Declaration REJECTED by ADMINISTRATION,2018/01/15 14:05:55
declaration 108771,Declaration REJECTED by EMPLOYEE,2018/01/17 12:33:20
declaration 108771,Declaration SUBMITTED by EMPLOYEE,2018/01/26 20:05:29
declaration 108771,Declaration APPROVED by ADMINISTRATION,2018/01/26 20:05:34
declaration 108771,Declaration APPROVED by BUDGET OWNER,2018/01/29 08:39:57
declaration 108771,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/29 13:18:09
declaration 108771,Request Payment,2018/01/29 13:18:11
declaration 108771,Payment Handled,2018/02/01 16:31:17
declaration 108780,Declaration SUBMITTED by EMPLOYEE,2018/01/16 08:03:38
declaration 108780,Declaration APPROVED by ADMINISTRATION,2018/01/16 08:03:42
declaration 108780,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/16 09:07:38
declaration 108780,Request Payment,2018/01/16 10:00:58
declaration 108780,Payment Handled,2018/01/18 16:31:07
declaration 108785,Declaration SUBMITTED by EMPLOYEE,2018/01/16 08:34:33
declaration 108785,Declaration APPROVED by ADMINISTRATION,2018/01/16 08:34:46
declaration 108785,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/16 10:36:46
declaration 108785,Request Payment,2018/01/24 08:30:21
declaration 108785,Payment Handled,2018/01/25 16:31:07
declaration 108794,Declaration SUBMITTED by EMPLOYEE,2018/01/17 08:09:45
declaration 108794,Declaration APPROVED by ADMINISTRATION,2018/01/17 08:12:18
declaration 108794,Declaration APPROVED by BUDGET OWNER,2018/01/18 12:36:15
declaration 108794,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/19 10:23:11
declaration 108794,Request Payment,2018/01/22 07:28:02
declaration 108794,Payment Handled,2018/01/25 16:31:07
declaration 108800,Declaration SUBMITTED by EMPLOYEE,2018/01/17 09:14:20
declaration 108800,Declaration APPROVED by ADMINISTRATION,2018/01/17 09:14:26
declaration 108800,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/17 12:16:18
declaration 108800,Request Payment,2018/01/18 07:58:10
declaration 108800,Payment Handled,2018/01/22 16:31:16
declaration 108805,Declaration SUBMITTED by EMPLOYEE,2018/03/05 17:14:27
declaration 108805,Declaration APPROVED by ADMINISTRATION,2018/03/05 17:14:48
declaration 108805,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/06 14:29:38
declaration 108805,Request Payment,2018/03/08 08:19:29
declaration 108805,Payment Handled,2018/03/12 16:31:14
declaration 108810,Declaration SUBMITTED by EMPLOYEE,2018/03/05 21:09:41
declaration 108810,Declaration APPROVED by ADMINISTRATION,2018/03/05 21:11:16
declaration 108810,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 13:28:09
declaration 108810,Request Payment,2018/03/08 08:02:52
declaration 108810,Payment Handled,2018/03/12 16:31:14
declaration 108815,Declaration SUBMITTED by EMPLOYEE,2018/03/06 07:56:24
declaration 108815,Declaration APPROVED by ADMINISTRATION,2018/03/06 07:58:42
declaration 108815,Declaration APPROVED by BUDGET OWNER,2018/03/06 14:28:11
declaration 108815,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 16:04:31
declaration 108815,Request Payment,2018/03/12 11:48:29
declaration 108815,Payment Handled,2018/03/15 16:31:14
declaration 108830,Declaration SUBMITTED by EMPLOYEE,2018/03/06 14:51:13
declaration 108830,Declaration APPROVED by ADMINISTRATION,2018/03/06 14:53:26
declaration 108830,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/06 15:21:29
declaration 108830,Request Payment,2018/03/13 08:18:40
declaration 108830,Payment Handled,2018/03/15 16:31:14
declaration 108837,Declaration SUBMITTED by EMPLOYEE,2018/03/07 07:46:01
declaration 108837,Declaration APPROVED by ADMINISTRATION,2018/03/07 07:46:24
declaration 108837,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 09:04:22
declaration 108837,Request Payment,2018/03/08 08:07:08
declaration 108837,Payment Handled,2018/03/12 16:31:14
declaration 108842,Declaration SUBMITTED by EMPLOYEE,2018/03/07 07:52:41
declaration 108842,Declaration APPROVED by ADMINISTRATION,2018/03/07 07:52:46
declaration 108842,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 09:03:36
declaration 108842,Request Payment,2018/03/08 08:07:46
declaration 108842,Payment Handled,2018/03/12 16:31:14
declaration 108847,Declaration SUBMITTED by EMPLOYEE,2018/03/07 09:17:42
declaration 108847,Declaration APPROVED by ADMINISTRATION,2018/03/07 09:21:21
declaration 108847,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/07 09:41:48
declaration 108847,Request Payment,2018/03/07 14:38:28
declaration 108847,Payment Handled,2018/03/08 16:30:58
declaration 108852,Declaration SUBMITTED by EMPLOYEE,2018/03/07 16:42:59
declaration 108852,Declaration APPROVED by ADMINISTRATION,2018/03/07 16:43:03
declaration 108852,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 08:45:26
declaration 108852,Request Payment,2018/03/09 08:59:51
declaration 108852,Payment Handled,2018/03/12 16:31:14
declaration 108857,Declaration SUBMITTED by EMPLOYEE,2018/03/08 07:32:41
declaration 108857,Declaration APPROVED by ADMINISTRATION,2018/03/08 07:32:49
declaration 108857,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 07:38:44
declaration 108857,Request Payment,2018/03/09 12:27:14
declaration 108857,Payment Handled,2018/03/12 16:31:14
declaration 108862,Declaration SUBMITTED by EMPLOYEE,2018/03/08 08:24:04
declaration 108862,Declaration APPROVED by ADMINISTRATION,2018/03/08 08:24:14
declaration 108862,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 10:45:15
declaration 108862,Request Payment,2018/03/08 15:02:03
declaration 108862,Payment Handled,2018/03/12 16:31:14
declaration 108867,Declaration SUBMITTED by EMPLOYEE,2018/03/08 09:28:58
declaration 108867,Declaration APPROVED by ADMINISTRATION,2018/03/08 09:58:26
declaration 108867,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 10:46:50
declaration 108867,Request Payment,2018/03/10 09:31:01
declaration 108867,Payment Handled,2018/03/15 16:31:14
declaration 108872,Declaration SUBMITTED by EMPLOYEE,2018/03/08 09:51:21
declaration 108872,Declaration APPROVED by ADMINISTRATION,2018/03/08 09:51:24
declaration 108872,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 12:57:30
declaration 108872,Request Payment,2018/03/09 21:20:57
declaration 108872,Payment Handled,2018/03/15 16:31:14
declaration 108877,Declaration SUBMITTED by EMPLOYEE,2018/03/08 09:54:45
declaration 108877,Declaration REJECTED by ADMINISTRATION,2018/03/08 10:19:43
declaration 108877,Declaration REJECTED by EMPLOYEE,2018/03/08 11:24:15
declaration 108877,Declaration SUBMITTED by EMPLOYEE,2018/03/08 15:15:22
declaration 108877,Declaration APPROVED by ADMINISTRATION,2018/03/08 15:19:51
declaration 108877,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 13:01:31
declaration 108877,Request Payment,2018/03/12 16:50:01
declaration 108877,Payment Handled,2018/03/15 16:31:14
declaration 108885,Declaration SUBMITTED by EMPLOYEE,2018/03/08 09:56:08
declaration 108885,Declaration APPROVED by ADMINISTRATION,2018/03/08 09:56:10
declaration 108885,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 12:59:08
declaration 108885,Request Payment,2018/03/09 21:20:54
declaration 108885,Payment Handled,2018/03/15 16:31:14
declaration 108890,Declaration SUBMITTED by EMPLOYEE,2018/03/08 09:58:18
declaration 108890,Declaration APPROVED by ADMINISTRATION,2018/03/08 09:58:20
declaration 108890,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 12:58:11
declaration 108890,Request Payment,2018/03/09 21:20:52
declaration 108890,Payment Handled,2018/03/15 16:31:14
declaration 108895,Declaration SUBMITTED by EMPLOYEE,2018/03/08 10:27:40
declaration 108895,Declaration APPROVED by ADMINISTRATION,2018/03/08 10:27:48
declaration 108895,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/08 10:47:14
declaration 108895,Request Payment,2018/03/09 10:07:39
declaration 108895,Payment Handled,2018/03/12 16:31:14
declaration 108900,Declaration SUBMITTED by EMPLOYEE,2018/03/08 10:57:02
declaration 108900,Declaration APPROVED by ADMINISTRATION,2018/03/08 10:57:16
declaration 108900,Declaration APPROVED by BUDGET OWNER,2018/03/09 09:00:15
declaration 108900,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/15 05:39:42
declaration 108900,Request Payment,2018/03/15 05:39:46
declaration 108900,Payment Handled,2018/03/19 16:30:53
declaration 108906,Declaration SUBMITTED by EMPLOYEE,2018/03/08 11:43:17
declaration 108906,Declaration APPROVED by ADMINISTRATION,2018/03/08 11:43:32
declaration 108906,Declaration APPROVED by BUDGET OWNER,2018/03/19 11:59:34
declaration 108906,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/21 07:57:32
declaration 108906,Request Payment,2018/03/22 07:53:51
declaration 108906,Payment Handled,2018/03/26 15:31:13
declaration 108912,Declaration SUBMITTED by EMPLOYEE,2018/03/08 11:45:38
declaration 108912,Declaration APPROVED by ADMINISTRATION,2018/03/08 11:45:41
declaration 108912,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/13 09:49:21
declaration 108912,Request Payment,2018/03/13 11:22:02
declaration 108912,Payment Handled,2018/03/15 16:31:14
declaration 108917,Declaration SUBMITTED by EMPLOYEE,2018/03/08 12:23:08
declaration 108917,Declaration APPROVED by ADMINISTRATION,2018/03/08 12:29:20
declaration 108917,Declaration APPROVED by BUDGET OWNER,2018/03/09 12:59:38
declaration 108917,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/13 11:23:05
declaration 108917,Request Payment,2018/03/13 12:17:47
declaration 108917,Payment Handled,2018/03/15 16:31:14
declaration 108923,Declaration SUBMITTED by EMPLOYEE,2018/03/08 14:38:33
declaration 108923,Declaration APPROVED by ADMINISTRATION,2018/03/12 15:22:30
declaration 108923,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/13 09:48:38
declaration 108923,Request Payment,2018/03/13 10:06:53
declaration 108923,Payment Handled,2018/03/15 16:31:14
declaration 108928,Declaration SUBMITTED by EMPLOYEE,2018/03/08 15:32:02
declaration 108928,Declaration APPROVED by ADMINISTRATION,2018/03/08 15:32:17
declaration 108928,Declaration APPROVED by BUDGET OWNER,2018/03/09 09:20:26
declaration 108928,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/12 10:38:03
declaration 108928,Request Payment,2018/03/12 10:38:05
declaration 108928,Payment Handled,2018/03/15 16:31:14
declaration 108934,Declaration SUBMITTED by EMPLOYEE,2018/03/08 15:39:28
declaration 108934,Declaration APPROVED by ADMINISTRATION,2018/03/08 15:47:25
declaration 108934,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 09:01:40
declaration 108934,Request Payment,2018/03/09 21:20:40
declaration 108934,Payment Handled,2018/03/15 16:31:14
declaration 108939,Declaration SUBMITTED by EMPLOYEE,2018/03/08 16:27:35
declaration 108939,Declaration APPROVED by ADMINISTRATION,2018/03/09 12:23:16
declaration 108939,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/09 13:02:46
declaration 108939,Request Payment,2018/03/09 21:20:35
declaration 108939,Payment Handled,2018/03/15 16:31:14
declaration 108944,Declaration SUBMITTED by EMPLOYEE,2018/01/17 12:16:21
declaration 108944,Declaration APPROVED by ADMINISTRATION,2018/01/17 12:16:27
declaration 108944,Declaration APPROVED by BUDGET OWNER,2018/01/18 12:33:50
declaration 108944,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/25 06:48:47
declaration 108944,Request Payment,2018/01/25 07:42:02
declaration 108944,Payment Handled,2018/01/29 16:31:10
declaration 108950,Declaration SUBMITTED by EMPLOYEE,2018/01/18 07:13:51
declaration 108950,Declaration APPROVED by ADMINISTRATION,2018/01/18 07:15:08
declaration 108950,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/18 07:52:13
declaration 108950,Request Payment,2018/01/18 13:07:49
declaration 108950,Payment Handled,2018/01/22 16:31:16
declaration 108955,Declaration SUBMITTED by EMPLOYEE,2018/01/18 20:36:03
declaration 108955,Declaration APPROVED by ADMINISTRATION,2018/01/18 20:37:35
declaration 108955,Declaration APPROVED by BUDGET OWNER,2018/01/22 14:41:18
declaration 108955,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/23 08:49:02
declaration 108955,Request Payment,2018/01/23 14:14:13
declaration 108955,Payment Handled,2018/01/25 16:31:07
declaration 108961,Declaration SUBMITTED by EMPLOYEE,2018/01/19 09:25:36
declaration 108961,Declaration APPROVED by ADMINISTRATION,2018/01/19 09:25:46
declaration 108961,Declaration APPROVED by BUDGET OWNER,2018/01/19 10:00:45
declaration 108961,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/19 11:42:51
declaration 108961,Request Payment,2018/01/23 18:29:43
declaration 108961,Payment Handled,2018/01/25 16:31:07
declaration 108967,Declaration SUBMITTED by EMPLOYEE,2018/01/21 17:41:50
declaration 108967,Declaration APPROVED by ADMINISTRATION,2018/01/23 20:47:02
declaration 108967,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/24 07:44:59
declaration 108967,Request Payment,2018/01/24 18:53:49
declaration 108967,Payment Handled,2018/01/29 16:31:10
declaration 108972,Declaration SUBMITTED by EMPLOYEE,2018/01/22 08:29:37
declaration 108972,Declaration APPROVED by ADMINISTRATION,2018/01/22 08:33:48
declaration 108972,Declaration APPROVED by BUDGET OWNER,2018/01/22 09:43:30
declaration 108972,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/29 04:15:19
declaration 108972,Request Payment,2018/01/30 09:08:24
declaration 108972,Payment Handled,2018/02/01 16:31:17
declaration 108978,Declaration SUBMITTED by EMPLOYEE,2018/01/22 09:43:10
declaration 108978,Declaration APPROVED by ADMINISTRATION,2018/02/28 07:42:04
declaration 108978,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/28 08:39:26
declaration 108978,Request Payment,2018/03/13 11:04:28
