Case_ID,Activity,timestamp
Case 1377,Wait,2011/11/10 11:29:43
Case 1377,Take in charge ticket,2011/11/22 08:13:41
Case 1377,Resolve ticket,2011/11/28 11:51:19
Case 1377,Closed,2011/12/13 11:51:41
Case 1378,Assign seriousness,2011/08/29 14:09:34
Case 1378,Take in charge ticket,2011/08/31 07:53:54
Case 1378,Resolve ticket,2011/10/07 15:45:38
Case 1378,Closed,2011/10/22 15:45:53
Case 1379,Assign seriousness,2011/08/04 15:56:35
Case 1379,Take in charge ticket,2011/08/05 13:37:10
Case 1379,Resolve ticket,2011/08/05 15:53:45
Case 1379,Closed,2011/09/21 16:00:27
Case 1380,Assign seriousness,2011/08/04 12:28:49
Case 1380,Take in charge ticket,2011/08/04 12:41:58
Case 1380,Wait,2011/08/04 15:14:40
Case 1380,Resolve ticket,2011/08/19 09:38:04
Case 1380,Closed,2011/09/07 15:50:31
Case 1381,Assign seriousness,2011/01/04 10:21:33
Case 1381,Assign seriousness,2011/01/11 15:15:48
Case 1381,Take in charge ticket,2011/01/11 15:15:59
Case 1381,Wait,2011/01/18 15:56:39
Case 1381,Take in charge ticket,2011/01/31 14:11:27
Case 1381,Resolve ticket,2011/01/31 14:11:42
Case 1381,Closed,2011/02/15 14:11:56
Case 1382,Assign seriousness,2010/10/22 12:44:40
Case 1382,Take in charge ticket,2010/10/25 15:07:52
Case 1382,Resolve ticket,2010/10/25 15:08:26
Case 1382,Closed,2010/11/23 13:50:20
Case 1383,Assign seriousness,2010/10/29 13:06:49
Case 1383,Take in charge ticket,2010/11/02 13:01:02
Case 1383,Resolve ticket,2010/11/02 13:01:13
Case 1383,Closed,2010/11/30 14:11:05
Case 1385,Assign seriousness,2010/04/27 08:15:20
Case 1385,Assign seriousness,2010/04/29 08:54:14
Case 1385,Take in charge ticket,2010/04/29 08:54:23
Case 1385,Resolve ticket,2010/04/29 08:54:28
Case 1385,Closed,2010/06/10 08:22:09
Case 139,Assign seriousness,2010/04/19 07:44:31
Case 139,Take in charge ticket,2010/04/19 09:15:20
Case 139,Resolve ticket,2010/04/19 09:26:05
Case 139,Closed,2010/05/26 07:50:40
Case 1390,Assign seriousness,2011/05/16 12:18:22
Case 1390,Take in charge ticket,2011/05/16 12:19:56
Case 1390,Wait,2011/05/16 14:59:19
Case 1390,Take in charge ticket,2011/06/03 13:19:37
Case 1390,Resolve ticket,2011/06/03 13:19:46
Case 1390,Closed,2011/06/18 13:20:00
Case 1391,Assign seriousness,2011/01/17 15:07:58
Case 1391,Assign seriousness,2011/01/17 16:23:18
Case 1391,Take in charge ticket,2011/01/24 10:58:09
Case 1391,Wait,2011/02/03 14:27:46
Case 1391,Take in charge ticket,2011/02/10 16:01:22
Case 1391,Resolve ticket,2011/02/10 16:02:15
Case 1391,Closed,2011/02/25 16:02:27
Case 1392,Assign seriousness,2011/10/21 07:01:58
Case 1392,Take in charge ticket,2011/10/26 13:19:04
Case 1392,Resolve ticket,2011/11/09 08:04:39
Case 1392,Closed,2011/12/09 08:05:12
Case 1394,Assign seriousness,2010/04/01 09:16:17
Case 1394,Take in charge ticket,2010/04/02 10:32:20
Case 1394,Resolve ticket,2010/04/02 10:32:27
Case 1394,Closed,2010/05/30 09:21:41
Case 1395,Assign seriousness,2011/02/25 13:40:04
Case 1395,Assign seriousness,2011/02/25 13:41:48
Case 1395,Take in charge ticket,2011/03/01 07:56:01
Case 1395,Resolve ticket,2011/03/02 08:52:51
Case 1395,Closed,2011/04/05 14:34:24
Case 1399,Assign seriousness,2010/02/19 09:28:22
Case 1399,Take in charge ticket,2010/02/19 09:28:30
Case 1399,Resolve ticket,2010/02/19 09:28:36
Case 1399,Closed,2010/03/24 09:30:37
Case 14,Assign seriousness,2011/07/05 13:47:08
Case 14,Take in charge ticket,2011/07/05 13:47:22
Case 14,Resolve ticket,2011/07/05 13:52:37
Case 14,Closed,2011/08/05 13:50:21
Case 1400,Assign seriousness,2010/02/02 09:57:11
Case 1400,Take in charge ticket,2010/02/02 09:57:23
Case 1400,Resolve ticket,2010/02/02 09:57:29
Case 1400,Closed,2010/03/18 10:00:48
Case 1402,Insert ticket,2010/05/27 12:57:34
Case 1402,Assign seriousness,2010/05/28 08:02:51
Case 1402,Take in charge ticket,2010/06/14 09:43:08
Case 1402,Resolve ticket,2010/06/14 14:41:55
Case 1402,Closed,2010/07/15 13:00:26
Case 1403,Assign seriousness,2011/01/04 14:39:02
Case 1403,Assign seriousness,2011/01/11 15:17:49
Case 1403,Take in charge ticket,2011/01/11 15:18:14
Case 1403,Wait,2011/01/17 13:15:47
Case 1403,Take in charge ticket,2011/01/28 15:03:34
Case 1403,Resolve ticket,2011/01/28 15:04:00
Case 1403,Closed,2011/02/12 15:04:15
Case 1404,Assign seriousness,2011/02/10 16:25:05
Case 1404,Take in charge ticket,2011/02/10 16:25:32
Case 1404,Resolve ticket,2011/02/10 16:41:46
Case 1404,Closed,2011/04/03 15:30:34
Case 1406,Assign seriousness,2011/12/13 08:14:35
Case 1406,Take in charge ticket,2011/12/14 15:46:33
Case 1406,Resolve ticket,2011/12/15 14:38:18
Case 1406,Closed,2012/01/28 08:20:48
Case 1408,Assign seriousness,2011/09/14 08:45:09
Case 1408,Take in charge ticket,2011/09/16 15:49:13
Case 1408,Resolve ticket,2011/10/04 13:59:07
Case 1408,Resolve ticket,2011/10/04 13:59:17
Case 1408,Closed,2011/11/03 14:59:32
Case 141,Assign seriousness,2011/01/12 10:39:32
Case 141,Take in charge ticket,2011/01/12 10:39:56
Case 141,Wait,2011/01/12 10:50:26
Case 141,Take in charge ticket,2011/01/12 11:07:51
Case 141,Wait,2011/01/12 11:34:34
Case 141,Take in charge ticket,2011/01/26 09:25:14
Case 141,Resolve ticket,2011/01/26 09:26:04
Case 141,Closed,2011/02/15 08:31:10
Case 1410,Assign seriousness,2010/09/17 10:49:08
Case 1410,Take in charge ticket,2010/09/17 10:50:22
Case 1410,Resolve ticket,2010/09/17 10:50:33
Case 1410,Closed,2010/10/31 11:50:30
Case 1411,Assign seriousness,2011/03/01 15:40:03
Case 1411,Take in charge ticket,2011/03/01 15:40:25
Case 1411,Wait,2011/03/04 08:44:18
Case 1411,Take in charge ticket,2011/03/04 09:54:38
Case 1411,Wait,2011/03/18 08:30:16
Case 1411,Take in charge ticket,2011/03/22 13:44:04
Case 1411,Resolve ticket,2011/03/22 13:44:15
Case 1411,Closed,2011/04/21 12:44:45
Case 1413,Assign seriousness,2011/05/30 07:07:28
Case 1413,Take in charge ticket,2011/05/30 07:08:04
Case 1413,Take in charge ticket,2011/05/30 07:10:54
Case 1413,Resolve ticket,2011/05/30 07:46:18
Case 1413,Closed,2011/07/17 07:10:45
Case 1414,Assign seriousness,2011/01/12 16:57:28
Case 1414,Take in charge ticket,2011/01/14 08:21:49
Case 1414,Wait,2011/01/14 08:41:51
Case 1414,Take in charge ticket,2011/01/27 09:04:46
Case 1414,Resolve ticket,2011/01/27 09:04:52
Case 1414,Closed,2011/02/26 09:05:19
Case 1419,Assign seriousness,2011/11/30 15:21:05
Case 1419,Take in charge ticket,2011/12/02 10:27:21
Case 1419,Wait,2011/12/05 08:46:25
Case 1419,Resolve ticket,2011/12/05 11:28:03
Case 1419,Closed,2011/12/31 15:31:17
Case 1421,Assign seriousness,2010/12/23 16:56:31
Case 1421,Take in charge ticket,2010/12/27 14:15:21
Case 1421,Resolve ticket,2010/12/27 14:15:41
Case 1421,Closed,2011/02/05 17:00:35
Case 1422,Assign seriousness,2010/12/20 11:23:06
Case 1422,Assign seriousness,2010/12/27 16:54:27
Case 1422,Take in charge ticket,2010/12/27 16:54:42
Case 1422,Resolve ticket,2011/01/18 11:19:28
Case 1422,Closed,2011/02/02 11:19:42
Case 1424,Assign seriousness,2011/01/03 14:08:12
Case 1424,Take in charge ticket,2011/01/20 08:26:38
Case 1424,Resolve ticket,2011/02/07 11:39:34
Case 1424,Closed,2011/02/22 11:39:48
Case 1425,Assign seriousness,2010/09/22 09:38:46
Case 1425,Take in charge ticket,2010/09/22 12:45:28
Case 1425,Resolve ticket,2010/09/22 12:46:52
Case 1425,Closed,2010/11/07 10:41:01
Case 1426,Assign seriousness,2010/09/03 08:54:29
Case 1426,Take in charge ticket,2010/09/03 08:55:42
Case 1426,Resolve ticket,2010/09/03 08:56:04
Case 1426,Take in charge ticket,2010/09/03 08:57:55
Case 1426,Resolve ticket,2010/09/03 08:58:38
Case 1426,Closed,2010/10/06 09:00:19
Case 1428,Assign seriousness,2010/09/24 13:50:09
Case 1428,Take in charge ticket,2010/09/24 14:03:13
Case 1428,Wait,2010/09/24 14:03:42
Case 1428,Wait,2010/09/24 14:03:42
Case 1428,Take in charge ticket,2010/09/24 14:04:04
Case 1428,Resolve ticket,2010/09/24 14:04:12
Case 1428,Resolve ticket,2010/09/24 14:04:12
Case 1428,Resolve ticket,2010/09/28 09:16:36
Case 1428,Closed,2010/10/28 09:17:02
Case 1429,Assign seriousness,2011/10/06 07:05:39
Case 1429,Take in charge ticket,2011/10/10 08:59:58
Case 1429,Wait,2011/10/10 09:15:14
Case 1429,Resolve ticket,2011/10/10 13:20:39
Case 1429,Closed,2011/11/08 11:20:19
Case 1430,Assign seriousness,2011/07/15 12:20:28
Case 1430,Take in charge ticket,2011/08/10 10:18:35
Case 1430,Resolve ticket,2011/08/11 13:07:44
Case 1430,Closed,2011/08/26 13:08:00
Case 1431,Assign seriousness,2011/02/08 14:10:32
Case 1431,Take in charge ticket,2011/02/08 14:14:26
Case 1431,Take in charge ticket,2011/02/08 14:14:58
Case 1431,Resolve ticket,2011/02/08 15:50:57
Case 1431,Closed,2011/04/08 13:20:34
Case 1434,Assign seriousness,2011/02/02 14:07:53
Case 1434,Take in charge ticket,2011/02/18 11:44:34
Case 1434,Resolve ticket,2011/02/18 14:36:49
Case 1434,Closed,2011/04/02 14:15:17
Case 1435,Assign seriousness,2011/07/19 09:16:55
Case 1435,Resolve ticket,2011/07/19 10:17:05
Case 1435,Closed,2011/09/01 09:20:28
Case 1436,Assign seriousness,2011/04/21 14:25:10
Case 1436,Take in charge ticket,2011/04/21 14:25:33
Case 1436,Wait,2011/04/28 07:23:13
Case 1436,Take in charge ticket,2011/05/03 09:56:43
Case 1436,Wait,2011/05/03 10:22:43
Case 1436,Take in charge ticket,2011/05/04 13:01:02
Case 1436,Wait,2011/05/04 13:03:40
Case 1436,Take in charge ticket,2011/05/05 14:14:12
Case 1436,Resolve ticket,2011/05/05 14:15:42
Case 1436,Closed,2011/06/19 14:16:14
Case 1438,Assign seriousness,2010/07/28 10:45:35
Case 1438,Take in charge ticket,2010/07/29 13:47:58
Case 1438,Resolve ticket,2010/07/30 07:46:28
Case 1438,Closed,2010/08/28 10:50:18
Case 1440,Assign seriousness,2010/11/10 16:50:53
Case 1440,Take in charge ticket,2010/11/11 11:48:09
Case 1440,Resolve ticket,2010/11/11 11:49:12
Case 1440,Closed,2010/12/11 17:01:00
Case 1442,Assign seriousness,2011/11/21 14:52:46
Case 1442,Assign seriousness,2011/11/21 16:27:32
Case 1442,Assign seriousness,2011/11/21 16:27:33
Case 1442,Take in charge ticket,2011/11/23 08:13:17
Case 1442,Resolve ticket,2011/11/25 10:28:26
Case 1442,Closed,2011/12/22 15:00:48
Case 1446,Assign seriousness,2010/06/23 15:39:30
Case 1446,Assign seriousness,2010/06/23 16:01:26
Case 1446,Assign seriousness,2010/06/24 07:46:16
Case 1446,Take in charge ticket,2010/06/24 07:46:32
Case 1446,Resolve ticket,2010/06/24 10:33:16
Case 1446,Take in charge ticket,2010/07/14 10:28:32
Case 1446,Wait,2010/07/26 09:27:55
Case 1446,Take in charge ticket,2010/08/06 13:09:51
Case 1446,Resolve ticket,2010/08/06 13:10:30
Case 1446,Closed,2010/08/06 13:56:43
Case 1452,Assign seriousness,2011/04/12 08:01:20
Case 1452,Take in charge ticket,2011/04/12 10:40:21
Case 1452,Resolve ticket,2011/04/12 10:41:04
Case 1452,Closed,2011/05/30 08:10:41
Case 1453,Assign seriousness,2011/10/17 09:03:32
Case 1453,Take in charge ticket,2011/10/17 14:17:21
Case 1453,Resolve ticket,2011/10/17 15:16:10
Case 1453,Resolve ticket,2011/10/17 15:16:10
Case 1453,Closed,2011/11/17 10:10:24
Case 1454,Assign seriousness,2010/10/27 15:56:42
Case 1454,Take in charge ticket,2010/10/29 12:01:37
Case 1454,Resolve ticket,2010/10/29 13:39:35
Case 1454,Closed,2010/12/04 17:00:23
Case 1455,Assign seriousness,2011/05/26 07:21:01
Case 1455,Take in charge ticket,2011/05/26 07:21:27
Case 1455,Resolve ticket,2011/05/26 10:08:06
Case 1455,Closed,2011/07/13 07:30:37
Case 1456,Assign seriousness,2011/03/07 14:17:51
Case 1456,Take in charge ticket,2011/03/07 14:19:11
Case 1456,Take in charge ticket,2011/03/07 14:19:48
Case 1456,Take in charge ticket,2011/03/10 16:10:49
Case 1456,Resolve ticket,2011/04/20 15:58:03
Case 1456,Closed,2011/05/05 15:58:23
Case 1458,Assign seriousness,2011/09/21 10:18:24
Case 1458,Resolve ticket,2011/09/21 15:56:08
Case 1458,Closed,2011/10/22 10:20:33
Case 146,Assign seriousness,2010/10/05 14:55:27
Case 146,Take in charge ticket,2010/10/05 15:09:10
Case 146,Resolve ticket,2010/10/05 15:09:39
Case 146,Closed,2010/11/05 16:00:53
Case 1461,Assign seriousness,2010/10/20 15:46:44
Case 1461,Take in charge ticket,2010/10/21 14:31:10
Case 1461,Resolve ticket,2010/10/22 13:13:54
Case 1461,Closed,2010/11/23 16:50:21
Case 1463,Assign seriousness,2011/09/02 15:14:41
Case 1463,Assign seriousness,2011/09/14 07:54:09
Case 1463,Take in charge ticket,2011/09/14 09:24:43
Case 1463,Resolve ticket,2011/09/15 12:22:27
Case 1463,Closed,2011/10/16 15:21:25
Case 1468,Assign seriousness,2010/02/02 10:18:33
Case 1468,Assign seriousness,2010/03/05 12:28:51
Case 1468,Take in charge ticket,2010/03/05 12:28:58
Case 1468,Resolve ticket,2010/03/05 13:45:01
Case 1468,Closed,2010/03/20 13:45:16
Case 1469,Assign seriousness,2010/03/19 15:07:01
Case 1469,Take in charge ticket,2010/04/02 10:14:27
Case 1469,Resolve ticket,2010/04/26 15:52:28
Case 1469,Closed,2010/05/10 09:37:08
Case 1470,Assign seriousness,2011/04/15 15:21:04
Case 1470,Take in charge ticket,2011/04/21 15:54:19
Case 1470,Resolve ticket,2011/04/21 15:55:24
Case 1470,Closed,2011/05/18 15:30:27
Case 1472,Assign seriousness,2010/03/19 15:24:30
Case 1472,Take in charge ticket,2010/03/22 14:43:02
Case 1472,Wait,2010/03/22 14:43:09
Case 1472,Take in charge ticket,2010/03/22 14:45:17
Case 1472,Wait,2010/03/22 14:45:24
Case 1472,Take in charge ticket,2010/04/16 15:55:48
Case 1472,Resolve ticket,2010/04/16 15:55:53
Case 1472,Closed,2010/05/01 15:56:07
Case 1473,Assign seriousness,2011/12/15 10:37:04
Case 1473,Resolve ticket,2011/12/16 16:05:44
Case 1473,Resolve ticket,2011/12/16 16:05:44
Case 1473,Closed,2012/02/01 10:40:51
Case 1474,Assign seriousness,2010/11/17 10:29:38
Case 1474,Take in charge ticket,2010/11/17 10:30:01
Case 1474,Resolve ticket,2010/11/17 10:31:31
Case 1474,Closed,2010/12/18 10:30:30
Case 1476,Assign seriousness,2011/04/12 07:54:12
Case 1476,Take in charge ticket,2011/04/13 09:26:02
Case 1476,Wait,2011/04/13 09:28:28
Case 1476,Take in charge ticket,2011/04/20 08:40:17
Case 1476,Resolve ticket,2011/04/20 08:40:30
Case 1476,Closed,2011/05/20 07:20:18
Case 1479,Assign seriousness,2011/03/30 16:03:03
Case 1479,Take in charge ticket,2011/03/30 16:03:19
Case 1479,Resolve ticket,2011/03/30 16:04:15
Case 1479,Closed,2011/05/04 16:00:31
Case 1480,Assign seriousness,2011/10/06 14:29:43
Case 1480,Take in charge ticket,2011/10/06 14:32:23
Case 1480,Resolve ticket,2011/10/10 09:45:29
Case 1480,Closed,2011/11/08 15:30:46
Case 1481,Assign seriousness,2011/10/03 13:15:39
Case 1481,Take in charge ticket,2011/10/06 07:57:15
Case 1481,Resolve ticket,2011/10/06 07:58:40
Case 1481,Closed,2011/11/03 14:20:16
Case 1482,Assign seriousness,2011/12/14 14:25:19
Case 1482,Take in charge ticket,2011/12/14 14:27:07
Case 1482,Resolve ticket,2011/12/15 09:19:48
Case 1482,Closed,2012/01/15 02:02:28
Case 1485,Assign seriousness,2010/01/21 08:52:31
Case 1485,Take in charge ticket,2010/02/17 10:05:11
Case 1485,Resolve ticket,2010/02/17 10:05:17
Case 1485,Closed,2010/03/04 10:05:28
Case 149,Assign seriousness,2011/02/09 14:35:27
Case 149,Take in charge ticket,2011/02/09 15:16:21
Case 149,Resolve ticket,2011/02/09 15:24:44
Case 149,Closed,2011/04/09 13:40:25
Case 1490,Take in charge ticket,2011/08/09 07:34:19
Case 1490,Resolve ticket,2011/08/09 12:43:14
Case 1490,Closed,2011/09/09 07:40:22
Case 1491,Assign seriousness,2010/07/29 14:00:20
Case 1491,Take in charge ticket,2010/07/29 14:01:48
Case 1491,Wait,2010/07/29 14:02:18
Case 1491,Take in charge ticket,2010/09/07 08:07:08
Case 1491,Resolve ticket,2010/09/07 08:15:12
Case 1491,Closed,2010/09/22 08:15:32
Case 1492,Insert ticket,2011/06/24 10:03:50
Case 1492,Assign seriousness,2011/06/24 10:08:50
Case 1492,Assign seriousness,2011/06/29 08:02:37
Case 1492,Take in charge ticket,2011/06/29 13:16:49
Case 1492,Wait,2011/07/04 10:16:10
Case 1492,Take in charge ticket,2011/07/04 11:04:41
Case 1492,Resolve ticket,2011/07/04 11:05:25
Case 1492,Closed,2011/07/27 10:50:33
Case 1494,Assign seriousness,2010/09/01 14:54:35
Case 1494,Assign seriousness,2010/09/01 15:01:57
Case 1494,Take in charge ticket,2010/09/01 16:05:15
Case 1494,Resolve ticket,2010/09/01 16:05:28
Case 1494,Closed,2010/10/02 15:00:28
Case 1496,Assign seriousness,2011/06/21 09:14:38
Case 1496,Assign seriousness,2011/06/21 09:14:50
Case 1496,Take in charge ticket,2011/06/22 13:12:41
Case 1496,Resolve ticket,2011/06/28 13:39:55
Case 1496,Take in charge ticket,2011/06/28 14:42:09
Case 1496,Resolve ticket,2011/06/29 07:26:40
Case 1496,Closed,2011/07/22 09:20:43
Case 1498,Assign seriousness,2010/10/22 10:29:09
Case 1498,Take in charge ticket,2010/10/25 10:15:00
Case 1498,Resolve ticket,2010/10/25 10:15:20
Case 1498,Closed,2010/12/02 11:30:26
Case 1499,Assign seriousness,2010/05/18 14:55:10
Case 1499,Take in charge ticket,2010/05/19 09:28:36
Case 1499,Wait,2010/05/19 10:31:11
Case 1499,Take in charge ticket,2010/05/19 13:25:26
Case 1499,Wait,2010/05/19 14:10:40
Case 1499,Take in charge ticket,2010/05/21 13:33:18
Case 1499,Wait,2010/05/21 13:44:25
Case 1499,Take in charge ticket,2010/05/27 07:28:34
Case 1499,Resolve ticket,2010/05/27 07:30:29
Case 1499,Take in charge ticket,2010/05/28 13:57:34
Case 1499,Wait,2010/05/28 14:24:06
Case 1499,Take in charge ticket,2010/06/04 12:14:15
Case 1499,Resolve ticket,2010/06/04 12:14:22
Case 1499,Closed,2010/06/19 12:14:37
Case 150,Insert ticket,2011/05/18 08:39:41
Case 150,Assign seriousness,2011/05/18 08:39:49
Case 150,Take in charge ticket,2011/05/18 08:41:36
Case 150,Wait,2011/05/23 15:20:54
Case 150,Take in charge ticket,2011/05/26 07:55:33
Case 150,Resolve ticket,2011/05/26 07:56:00
Case 150,Closed,2011/07/07 10:10:33
Case 1502,Assign seriousness,2011/05/25 13:16:25
Case 1502,Take in charge ticket,2011/05/25 13:16:48
Case 1502,Wait,2011/05/25 13:23:02
Case 1502,Take in charge ticket,2011/05/31 15:39:13
Case 1502,Wait,2011/06/08 08:17:26
Case 1502,Take in charge ticket,2011/06/24 10:20:31
Case 1502,Resolve ticket,2011/06/24 10:22:03
Case 1502,Take in charge ticket,2011/06/24 10:42:12
Case 1502,Resolve ticket,2011/06/24 15:27:11
Case 1502,Closed,2011/07/09 15:27:29
Case 1504,Assign seriousness,2011/01/14 09:39:50
Case 1504,Take in charge ticket,2011/01/20 12:04:43
Case 1504,Resolve ticket,2011/02/03 14:41:13
Case 1504,Closed,2011/02/18 14:41:29
Case 151,Assign seriousness,2010/02/10 10:25:33
Case 151,Take in charge ticket,2010/02/10 10:33:38
Case 151,Resolve ticket,2010/02/10 10:33:49
Case 151,Closed,2010/03/13 10:30:26
Case 1511,Assign seriousness,2011/02/22 16:16:45
Case 1511,Take in charge ticket,2011/02/22 16:17:02
Case 1511,Resolve ticket,2011/02/22 16:21:07
Case 1511,Closed,2011/04/07 15:20:24
Case 1512,Assign seriousness,2011/02/10 14:35:19
Case 1512,Take in charge ticket,2011/02/10 14:35:42
Case 1512,Resolve ticket,2011/02/16 14:41:24
Case 1512,Closed,2011/04/03 13:40:41
Case 1513,Assign seriousness,2011/01/13 14:32:17
Case 1513,Assign seriousness,2011/01/17 16:34:43
Case 1513,Take in charge ticket,2011/01/18 16:07:38
Case 1513,Resolve ticket,2011/01/18 16:21:17
Case 1513,Closed,2011/02/19 14:40:57
Case 1514,Assign seriousness,2011/04/07 08:54:07
Case 1514,Take in charge ticket,2011/04/07 08:54:39
Case 1514,Resolve ticket,2011/04/08 16:08:18
Case 1514,Closed,2011/05/21 09:07:05
Case 1515,Assign seriousness,2010/11/29 10:46:31
Case 1515,Take in charge ticket,2010/11/30 09:16:23
Case 1515,Resolve ticket,2010/11/30 09:33:58
Case 1515,Closed,2011/01/13 10:50:19
Case 1516,Assign seriousness,2011/06/21 09:03:15
Case 1516,Assign seriousness,2011/06/21 09:03:29
Case 1516,Assign seriousness,2011/06/28 08:15:08
Case 1516,Take in charge ticket,2011/06/29 13:51:54
Case 1516,Wait,2011/07/08 14:08:00
Case 1516,Resolve ticket,2011/07/25 07:08:25
Case 1516,Closed,2011/08/09 07:08:41
Case 1517,Assign seriousness,2011/10/07 09:39:01
Case 1517,Take in charge ticket,2011/10/07 10:16:18
Case 1517,Resolve ticket,2011/10/07 10:29:53
Case 1517,Closed,2011/11/20 10:40:24
Case 1518,Assign seriousness,2010/07/07 10:51:47
Case 1518,Wait,2010/07/13 16:14:46
Case 1518,Take in charge ticket,2010/07/16 08:47:11
Case 1518,Wait,2010/07/16 10:17:21
Case 1518,Take in charge ticket,2010/07/28 10:25:45
Case 1518,Resolve ticket,2010/07/28 10:26:18
Case 1518,Closed,2010/08/12 10:26:39
Case 1522,Assign seriousness,2011/10/13 13:57:03
Case 1522,Take in charge ticket,2011/10/13 14:25:36
Case 1522,Resolve ticket,2011/10/14 07:38:51
Case 1522,Resolve ticket,2011/10/14 07:48:18
Case 1522,Closed,2011/11/20 15:01:05
Case 1523,Assign seriousness,2010/07/06 12:34:55
Case 1523,Take in charge ticket,2010/07/09 09:04:12
Case 1523,Resolve ticket,2010/07/09 09:06:26
Case 1523,Closed,2010/08/19 12:40:17
Case 1524,Assign seriousness,2011/03/02 08:36:18
Case 1524,Take in charge ticket,2011/03/02 15:02:17
Case 1524,Resolve ticket,2011/03/02 15:02:31
Case 1524,Resolve ticket,2011/03/02 15:02:31
Case 1524,Closed,2011/04/17 07:42:06
Case 1525,Assign seriousness,2011/09/15 15:02:26
Case 1525,Resolve ticket,2011/09/15 15:04:53
Case 1525,Closed,2011/11/04 16:10:45
Case 1527,Assign seriousness,2010/03/18 11:41:30
Case 1527,Assign seriousness,2010/03/18 11:41:42
Case 1527,Take in charge ticket,2010/03/18 11:42:31
Case 1527,Resolve ticket,2010/03/18 11:42:36
Case 1527,Closed,2010/05/01 10:50:28
Case 1528,Assign seriousness,2010/07/01 15:49:42
Case 1528,Assign seriousness,2010/07/01 16:00:22
Case 1528,Assign seriousness,2010/07/01 16:00:32
Case 1528,Take in charge ticket,2010/07/02 09:41:09
Case 1528,Resolve ticket,2010/07/02 10:13:08
Case 1528,Take in charge ticket,2010/07/05 06:57:31
Case 1528,Create SW anomaly,2010/07/05 06:57:40
Case 1528,Resolve ticket,2010/07/05 06:57:48
Case 1528,Take in charge ticket,2010/07/05 06:58:47
Case 1528,Create SW anomaly,2010/07/05 06:58:52
Case 1528,Resolve ticket,2010/07/05 07:12:29
Case 1528,Closed,2010/08/05 15:50:24
Case 1529,Assign seriousness,2011/07/26 15:29:54
Case 1529,Take in charge ticket,2011/07/27 07:41:16
Case 1529,Resolve ticket,2011/07/27 10:33:26
Case 1529,Closed,2011/08/26 15:32:16
Case 1530,Assign seriousness,2011/07/07 08:40:38
Case 1530,Assign seriousness,2011/07/07 13:06:36
Case 1530,Take in charge ticket,2011/07/08 12:25:13
Case 1530,Resolve ticket,2011/07/08 12:26:33
Case 1530,Closed,2011/08/20 08:50:52
Case 1532,Assign seriousness,2010/09/13 16:15:26
Case 1532,Take in charge ticket,2010/09/16 07:19:32
Case 1532,Resolve ticket,2010/09/16 07:19:54
Case 1532,Closed,2010/10/27 16:01:11
Case 1533,Assign seriousness,2011/02/08 16:23:57
Case 1533,Take in charge ticket,2011/02/08 16:25:09
Case 1533,Take in charge ticket,2011/02/08 16:30:55
Case 1533,Resolve ticket,2011/02/10 10:26:00
Case 1533,Take in charge ticket,2011/02/15 08:48:42
Case 1533,Resolve ticket,2011/02/18 14:00:23
Case 1533,Closed,2011/04/04 13:00:59
Case 1534,Assign seriousness,2010/01/13 13:09:31
Case 1534,Take in charge ticket,2010/01/26 09:50:48
Case 1534,Resolve ticket,2010/01/26 09:50:55
Case 1534,Closed,2010/02/13 13:10:27
Case 1534,Closed,2010/02/13 13:10:27
Case 1538,Assign seriousness,2011/01/03 09:00:18
Case 1538,Take in charge ticket,2011/01/04 15:05:46
Case 1538,Resolve ticket,2011/01/04 15:06:22
Case 1538,Closed,2011/02/20 09:10:35
Case 1539,Assign seriousness,2011/06/21 09:39:24
Case 1539,Take in charge ticket,2011/06/21 12:50:41
Case 1539,Wait,2011/06/21 12:50:48
Case 1539,Take in charge ticket,2011/06/21 14:17:11
Case 1539,Resolve ticket,2011/06/21 14:17:20
Case 1539,Closed,2011/08/06 09:40:51
Case 1540,Assign seriousness,2011/06/28 14:58:42
Case 1540,Assign seriousness,2011/06/28 14:59:02
Case 1540,Take in charge ticket,2011/06/29 07:49:41
Case 1540,Wait,2011/06/29 10:19:37
Case 1540,Take in charge ticket,2011/07/05 08:20:48
Case 1540,Resolve ticket,2011/07/05 08:23:41
Case 1540,Closed,2011/08/04 13:10:28
Case 1541,Assign seriousness,2011/06/21 07:56:01
Case 1541,Assign seriousness,2011/06/21 07:56:15
Case 1541,Take in charge ticket,2011/06/27 09:24:21
Case 1541,Resolve ticket,2011/07/01 09:59:29
Case 1541,Closed,2011/07/22 08:00:18
Case 1542,Assign seriousness,2010/09/20 15:49:31
Case 1542,Take in charge ticket,2010/09/22 15:22:24
Case 1542,Resolve ticket,2010/09/22 15:24:06
Case 1542,Closed,2010/11/03 16:50:25
Case 1544,Assign seriousness,2011/12/07 08:51:54
Case 1544,Resolve ticket,2011/12/07 08:52:27
Case 1544,Closed,2012/02/04 09:00:42
Case 1545,Assign seriousness,2011/04/14 09:11:30
Case 1545,Take in charge ticket,2011/04/15 10:37:51
Case 1545,Resolve ticket,2011/04/15 10:38:22
Case 1545,Closed,2011/05/28 09:20:29
Case 1546,Assign seriousness,2011/08/03 12:12:01
Case 1546,Take in charge ticket,2011/08/04 09:17:48
Case 1546,Wait,2011/08/04 10:16:53
Case 1546,Resolve ticket,2011/08/23 11:02:25
Case 1546,Take in charge ticket,2011/08/29 07:35:28
Case 1546,Take in charge ticket,2011/08/29 15:55:58
